tract_id,COUNTY,svi,population,lat,lon,flood_days,nearest_station,elevation_m,infra_count,flood_days_norm,svi_norm,low_lying_norm,infrastructure_norm,coverage_norm,score
13039010305,Camden County,0.4397,2225,30.7875584,-81.7600616,9.333333333333334,"Fernandina Beach, FL",5.0,0,0.0,0.43877131703307987,0.8409090909090909,0.0,0.9909285497877734,0.48299697736142855
13051011104,Chatham County,0.2047,5344,32.0196721,-80.9708372,14.333333333333334,"Fort Pulaski, GA",10.0,37,1.0,0.19734949660982123,0.7272727272727273,0.22981366459627328,0.19672490211645963,0.4815312070658515
13051004100,Chatham County,0.33,2112,31.9807641,-81.1081388,14.333333333333334,"Fort Pulaski, GA",16.0,50,1.0,0.3260735566057119,0.5909090909090908,0.3105590062111801,0.09590309048742143,0.48126895423486
13127000407,Glynn County,0.5513,3973,31.2693466,-81.5175334,9.333333333333334,"Fernandina Beach, FL",7.0,22,0.0,0.5534209985617423,0.7954545454545454,0.13664596273291926,0.5609978077651978,0.481259338391344
13051010819,Chatham County,0.1965,3598,32.0604367,-81.2583265,14.333333333333334,"Fort Pulaski, GA",6.0,19,1.0,0.18892541606739263,0.8181818181818181,0.11801242236024845,0.08698905273986486,0.4785329389027869
13179010207,Liberty County,0.6438,6151,31.8110228,-81.6381094,14.333333333333334,"Fort Pulaski, GA",34.0,54,1.0,0.6484487363879186,0.18181818181818177,0.33540372670807456,0.26822123290086314,0.4762127577581276
13051011114,Chatham County,0.2008,2020,32.0339149,-81.0008485,14.333333333333334,"Fort Pulaski, GA",11.0,40,1.0,0.19334292171769057,0.7045454545454546,0.2484472049689441,0.18155125248724288,0.47478871887300944
13191110300,McIntosh County,0.8352,3410,31.3801224,-81.4184416,9.333333333333334,"Fernandina Beach, FL",18.0,13,0.0,0.8450791041709471,0.5454545454545454,0.08074534161490683,0.45432203536081767,0.4747040996659655
13051010706,Chatham County,0.1774,2078,32.1651305,-81.2612071,14.333333333333334,"Fort Pulaski, GA",9.0,30,1.0,0.1693034723649065,0.75,0.18633540372670807,0.17298006707780397,0.4710393589762586
13127000409,Glynn County,0.6387,1878,31.3472913,-81.5303055,9.333333333333334,"Fernandina Beach, FL",9.0,0,0.0,0.6432093692212862,0.75,0.0,0.5037807498635815,0.468340885752744
13051011112,Chatham County,0.2389,3111,32.0033778,-80.9774405,14.333333333333334,"Fort Pulaski, GA",9.0,2,1.0,0.23248407643312102,0.75,0.012422360248447204,0.18834817629202372,0.4654433945964057
